time,dir,queue,vehicles,mean_speed,lane_count,lane_configs,bus_count,bus_routes
1.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
1.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
1.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
1.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
2.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
2.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
2.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
2.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
3.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
3.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
3.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
3.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
4.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
4.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
4.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
4.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
5.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
5.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
5.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
5.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
6.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
6.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
6.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
6.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
7.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
7.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
7.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
7.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
8.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
8.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
8.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
8.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
9.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
9.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
9.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
9.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
10.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
10.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
10.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
10.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
11.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
11.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
11.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
11.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
12.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
12.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
12.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
12.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
13.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
13.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
13.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
13.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
14.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
14.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
14.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
14.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
15.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
15.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
15.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
15.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
16.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
16.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
16.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
16.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
17.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
17.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
17.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
17.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
18.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
18.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
18.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
18.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
19.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
19.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
19.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
19.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
20.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
20.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
20.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
20.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
21.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
21.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
21.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
21.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
22.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
22.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
22.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
22.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
23.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
23.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
23.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
23.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
24.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
24.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
24.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
24.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
25.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
25.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
25.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
25.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
26.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
26.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
26.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
26.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
27.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
27.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
27.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
27.0,S,0,0,0,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
28.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
28.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
28.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
28.0,S,0,1,59.89,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
29.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
29.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
29.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
29.0,S,0,1,59.89,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
30.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
30.0,N,0,1,94.0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
30.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
30.0,S,0,1,59.95,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
31.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
31.0,N,0,1,95.13,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
31.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
31.0,S,0,1,59.97,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
32.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
32.0,N,0,1,95.93,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
32.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
32.0,S,0,1,60.1,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
33.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
33.0,N,0,1,94.47,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
33.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
33.0,S,0,1,60.11,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
34.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
34.0,N,0,1,91.88,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
34.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
34.0,S,0,1,59.96,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
35.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
35.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
35.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
35.0,S,0,1,59.71,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
36.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
36.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
36.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
36.0,S,0,1,60.32,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
37.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
37.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
37.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
37.0,S,0,1,60.37,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
38.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
38.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
38.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
38.0,S,0,1,59.72,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
39.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
39.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
39.0,E,0,1,54.18,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
39.0,S,0,1,58.71,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
40.0,W,0,1,61.3,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
40.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
40.0,E,0,1,56.4,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
40.0,S,0,1,56.21,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
41.0,W,0,1,61.85,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
41.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
41.0,E,0,1,56.9,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
41.0,S,0,1,53.67,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
42.0,W,0,1,61.49,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
42.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
42.0,E,0,1,57.37,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
42.0,S,0,1,54.45,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
43.0,W,0,1,61.03,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
43.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
43.0,E,0,1,57.29,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
43.0,S,0,1,55.45,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
44.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
44.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
44.0,E,0,1,57.36,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
44.0,S,0,1,56.63,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
45.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
45.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
45.0,E,0,1,57.05,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
45.0,S,0,1,57.77,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
46.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
46.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
46.0,E,0,2,58.33,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
46.0,S,0,1,59.25,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
47.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
47.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
47.0,E,0,2,59.13,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
47.0,S,0,1,59.17,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
48.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
48.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
48.0,E,0,2,59.32,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
48.0,S,0,1,59.28,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
49.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
49.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
49.0,E,0,2,59.4,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
49.0,S,0,1,58.91,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
50.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
50.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
50.0,E,0,2,58.92,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
50.0,S,0,1,59.31,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
51.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
51.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
51.0,E,0,1,61.68,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
51.0,S,0,1,59.27,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
52.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
52.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
52.0,E,0,1,60.73,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
52.0,S,0,1,58.98,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
53.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
53.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
53.0,E,0,1,60.77,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
53.0,S,0,1,58.91,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
54.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
54.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
54.0,E,0,1,61.69,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
54.0,S,0,1,58.98,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
55.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
55.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
55.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
55.0,S,0,1,56.78,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
56.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
56.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
56.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
56.0,S,0,1,54.34,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
57.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
57.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
57.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
57.0,S,0,1,52.24,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
58.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
58.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
58.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
58.0,S,0,1,50.2,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
59.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
59.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
59.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
59.0,S,1,1,50.04,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
60.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
60.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
60.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
60.0,S,1,1,50.02,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
61.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
61.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
61.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
61.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
62.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
62.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
62.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
62.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
63.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
63.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
63.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
63.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
64.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
64.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
64.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
64.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
65.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
65.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
65.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
65.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
66.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
66.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
66.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
66.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
67.0,W,0,0,0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
67.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
67.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
67.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
68.0,W,0,1,57.45,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
68.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
68.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
68.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
69.0,W,0,1,57.19,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
69.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
69.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
69.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
70.0,W,0,1,57.36,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
70.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
70.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
70.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
71.0,W,0,1,57.0,4,L0(s)|L1(lst) / L0(s)|L1(s),0,
71.0,N,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(l),0,
71.0,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(ls),0,
71.0,S,1,1,50.01,6,L0(rs)|L1(s)|L2(lt) / L0(s)|L1(s)|L2(s),0,
